1058100574	20210810	202108	2021	2021.6027											LAB	EMPLOYEE						LAB			0	190	190	19	4	-10.0	5	1	5	-3.63321799307958	0								1	Jersey	JE	JE		49.216667	-2.116667	JE	1	Jersey	JE	JE		49.216667	-2.116667	JE	20220810223000	https://patch.com/new-jersey/across-nj/3-nj-amazon-workers-died-month-prompting-investigations-feds
1058100575	20210810	202108	2021	2021.6027	AGR	FARMER						AGR			USA	UNITED STATES	USA								0	080	080	08	2	5.0	2	1	2	1.30039011703511	2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	20220810223000	https://www.postregister.com/farmandranch/crops/grain/idaho-barley-crop-is-big-and-it-looks-nice/article_7a5210ef-5065-57eb-a1f5-557fc813b6cc.html
1058100576	20210810	202108	2021	2021.6027	CAN	CANADA	CAN								BUS	COMPANY						BUS			0	010	010	01	1	0.0	4	1	4	-1.09289617486338	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20220810223000	https://www.mining.com/web/glencore-takes-heat-in-quebec-for-smelter-that-spits-out-arsenic/
1058100577	20210810	202108	2021	2021.6027	CANLAB	CANADA	CAN					LAB			BUS	COMPANY						BUS			0	010	010	01	1	0.0	4	1	4	-1.09289617486338	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20220810223000	https://www.mining.com/web/glencore-takes-heat-in-quebec-for-smelter-that-spits-out-arsenic/
1058100578	20210810	202108	2021	2021.6027	GOVHLH	HEALTH DEPARTMENT						GOV	HLH												1	010	010	01	1	0.0	5	1	5	0	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20220810223000	https://www.crainsnewyork.com/health-care/new-york-citys-overdose-prevention-strategy-now-includes-drug-testing-technology
1058100579	20210810	202108	2021	2021.6027	LAB	EMPLOYEE						LAB			BUS	COMPANY						BUS			0	010	010	01	1	0.0	2	1	2	-1.09289617486338	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20220810223000	https://www.mining.com/web/glencore-takes-heat-in-quebec-for-smelter-that-spits-out-arsenic/
1058100580	20210810	202108	2021	2021.6027	USA	MAINE	USA																		0	015	015	01	1	0.0	7	1	7	-11.6022099447514	2	Maine, United States	US	USME		44.6074	-69.3977	ME	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	20220810223000	https://www.wmtw.com/article/man-pleads-guilty-charges-crash-augusta-three-killed/40863227
1058100581	20210810	202108	2021	2021.6027	USAAGR	UNITED STATES	USA					AGR			USA	UNITED STATES	USA								0	080	080	08	2	5.0	2	1	2	1.30039011703511	2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	20220810223000	https://www.postregister.com/farmandranch/crops/grain/idaho-barley-crop-is-big-and-it-looks-nice/article_7a5210ef-5065-57eb-a1f5-557fc813b6cc.html
1058100582	20220711	202207	2022	2022.5233	IGOUNO	THE UN		UNO				IGO			AFGINSTAL	TALIBAN	AFG	TAL				INS			0	010	010	01	1	0.0	10	1	10	-5.83864118895966	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20220810223000	https://www.presstv.ir/Detail/2022/08/10/687156/Taliban-era-Afghanistan-still-in-tatters-over-rights-abuse
1058100583	20220711	202207	2022	2022.5233	JUD	JUDICIARY						JUD													1	1124	112	11	3	-2.0	10	1	10	-9.23694779116468	1	Jordan	JO	JO		31	36	JO	0								1	Jordan	JO	JO		31	36	JO	20220810223000	https://twitchy.com/brettt-3136/2022/08/10/house-judiciary-republicans-say-whistleblower-has-named-another-agent-who-aimed-to-pad-domestic-terrorism-data/
1058100584	20220711	202207	2022	2022.5233	JUD	ATTORNEY						JUD			COPGOV	DRUG ENFORCEMENT						COP	GOV		0	090	090	09	2	-2.0	2	1	2	-9.42528735632184	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Evanston, Illinois, United States	US	USIL	IL031	42.0411	-87.6901	408101	3	Evanston, Illinois, United States	US	USIL	IL031	42.0411	-87.6901	408101	20220810223000	https://patch.com/illinois/evanston/2-convicted-drug-conspiracy-face-mandatory-minimum-sentences-feds
1058100585	20220711	202207	2022	2022.5233	USA	UNITED STATES	USA								COPGOV	DRUG ENFORCEMENT						COP	GOV		0	090	090	09	2	-2.0	8	1	8	-9.42528735632184	3	Evanston, Illinois, United States	US	USIL	IL031	42.0411	-87.6901	408101	3	Evanston, Illinois, United States	US	USIL	IL031	42.0411	-87.6901	408101	3	Evanston, Illinois, United States	US	USIL	IL031	42.0411	-87.6901	408101	20220810223000	https://patch.com/illinois/evanston/2-convicted-drug-conspiracy-face-mandatory-minimum-sentences-feds
1058100586	20220711	202207	2022	2022.5233	USA	NEW JERSEY	USA								LAB	EMPLOYEE						LAB			1	020	020	02	1	3.0	10	1	10	-3.63321799307958	1	Jersey	JE	JE		49.216667	-2.116667	JE	1	Jersey	JE	JE		49.216667	-2.116667	JE	1	Jersey	JE	JE		49.216667	-2.116667	JE	20220810223000	https://patch.com/new-jersey/across-nj/3-nj-amazon-workers-died-month-prompting-investigations-feds
1058100587	20220810	202208	2022	2022.6027											AFR	AFRICA	AFR								1	061	061	06	2	6.4	5	1	5	-1.37221269296741	0								4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20220810223000	https://www.businessdailyafrica.com/bd/opinion/columnists/fostering-eu-eac-trade-relationship-3910290
1058100588	20220810	202208	2022	2022.6027											AGR	FARMER						AGR			1	062	062	06	2	7.4	5	1	5	2.27272727272727	0								0								0								20220810223000	https://www.southernminn.com/faribault_daily_news/news/local-entities-combine-efforts-to-help-prevent-farm-accidents/article_3faa5b64-18a9-11ed-b543-bfad11959fef.html
1058100589	20220810	202208	2022	2022.6027											BRA	RIO DE JANEIRO	BRA								1	112	112	11	3	-2.0	20	2	20	-7.14742085224012	0								4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	20220810223000	https://www.rfi.fr/en/health-and-lifestyle/20220810-brazilian-woman-arrested-for-stealing-mother-s-artwork
1058100590	20220810	202208	2022	2022.6027											BUS	BUSINESS						BUS			1	040	040	04	1	1.0	10	1	10	0	0								1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	20220810223000	https://www.businessdailyafrica.com/bd/corporate/enterprise/critical-components-for-your-business-success-3910040
1058100591	20220810	202208	2022	2022.6027											BUS	COMPANIES						BUS			0	060	060	06	2	6.0	10	1	10	-6.65322580645162	0								4	Tamala, Georgia (general), Georgia	GG	GG00	16514	41.5812	43.2944	-2326723	4	Tamala, Georgia (general), Georgia	GG	GG00	16514	41.5812	43.2944	-2326723	20220810223000	https://www.rockdalenewtoncitizen.com/news/rockdale-county-nurse-practitioner-sentenced-to-prison-for-telemedicine-fraud/article_68477c44-1815-11ed-b188-6bdd0eb8814c.html
1058100592	20220810	202208	2022	2022.6027											BUS	COMPANIES						BUS			0	100	100	10	3	-5.0	10	1	10	2.40202275600506	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20220810223000	https://www.sdcexec.com:443/professional-development/article/22379696/carton-cloud-tech-investment-delivers-companies-crucial-hiring-edge-amid-global-workforce-shortage
1058100593	20220810	202208	2022	2022.6027											BUS	COMPANY						BUS			1	130	130	13	3	-4.4	5	1	5	2.00803212851405	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20220810223000	https://www.business-standard.com/article/companies/vedanta-eyes-100-bn-revenue-by-2030-capex-of-about-3-bn-in-next-two-yrs-122081100057_1.html
1058100594	20220810	202208	2022	2022.6027											BUSLAB	INDUSTRY						BUS	LAB		1	190	190	19	4	-10.0	10	1	10	-8.69565217391304	0								0								0								20220810223000	https://www.plasticsnews.com/news/workplace-injury-rates-are-dropping-steeply-fatality-rates-are-falling-slower-pace
1058100595	20220810	202208	2022	2022.6027											CHN	CHINESE	CHN								0	043	043	04	1	2.8	2	1	2	-2.31155778894472	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	South Korea	KS	KS		37	127.5	KS	20220810223000	https://www.chinafile.com/conversation/should-us-play-hardball-china-trade
1058100596	20220810	202208	2022	2022.6027											CMR	CAMEROON	CMR								1	190	190	19	4	-10.0	4	1	4	3.6144578313253	0								1	Cameroon	CM	CM		6	12	CM	1	Cameroon	CM	CM		6	12	CM	20220810223000	https://www.brooklynvegan.com/bjork-jeff-tweedy-waxahatchee-stephin-merrit-more-to-share-new-work-in-podcast-listening/
1058100597	20220810	202208	2022	2022.6027											COP	POLICE						COP			1	010	010	01	1	0.0	16	2	16	-7.14742085224012	0								4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	20220810223000	https://www.rfi.fr/en/health-and-lifestyle/20220810-brazilian-woman-arrested-for-stealing-mother-s-artwork
1058100598	20220810	202208	2022	2022.6027											COP	PRISON						COP			0	042	042	04	1	1.9	6	1	6	-12.8043990573449	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20220810223000	https://www.duluthnewstribune.com/news/local/matters-of-record-for-aug-10-2022
1058100599	20220810	202208	2022	2022.6027											COP	PRISON						COP			0	172	172	17	4	-5.0	8	1	8	-12.8043990573449	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20220810223000	https://www.duluthnewstribune.com/news/local/matters-of-record-for-aug-10-2022
1058100600	20220810	202208	2022	2022.6027											COP	POLICE						COP			0	173	173	17	4	-5.0	2	1	2	-8.74403815580286	0								1	Ukraine	UP	UP		49	32	UP	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220810223000	https://www.sbs.com.au/news/article/russian-journalist-faces-up-to-10-years-in-jail-for-live-tv-protest-against-vladimir-putin/7sa6tcuak
