1058072774	20120812	201208	2012	2012.6082	BGD	BANGLADESH	BGD								NER	NIGER	NER								1	081	081	08	2	5.0	24	3	24	-5.08366274638249	1	Bangladesh	BG	BG		24	90	BG	1	Niger	NG	NG		16	8	NG	1	South Sudan	OD	OD		8	30	OD	20220810183000	https://www.cp24.com/world/world-food-crisis-prompts-rise-in-child-marriages-canadian-aid-agencies-1.6021816
1058072775	20120812	201208	2012	2012.6082	BGD	BANGLADESH	BGD								NER	NIGER	NER								1	081	081	08	2	5.0	6	3	6	-5.08366274638249	1	Chad	CD	CD		15	19	CD	1	South Sudan	OD	OD		8	30	OD	1	South Sudan	OD	OD		8	30	OD	20220810183000	https://www.cp24.com/world/world-food-crisis-prompts-rise-in-child-marriages-canadian-aid-agencies-1.6021816
1058072776	20120812	201208	2012	2012.6082	CHN	BEIJING	CHN								AFR	AFRICA	AFR								0	071	071	07	2	7.4	2	1	2	1.16580310880829	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220810183000	https://www.telegraphindia.com/business/india-woos-africa-with-trade-tech-and-investment/cid/1879419
1058072777	20120812	201208	2012	2012.6082	MLI	MALI	MLI								NER	NIGER	NER								1	081	081	08	2	5.0	24	3	24	-5.08366274638249	1	Mali	ML	ML		17	-4	ML	1	Niger	NG	NG		16	8	NG	1	South Sudan	OD	OD		8	30	OD	20220810183000	https://www.cp24.com/world/world-food-crisis-prompts-rise-in-child-marriages-canadian-aid-agencies-1.6021816
1058072778	20120812	201208	2012	2012.6082	MLI	MALI	MLI								NER	NIGER	NER								1	081	081	08	2	5.0	6	3	6	-5.08366274638249	1	Niger	NG	NG		16	8	NG	1	South Sudan	OD	OD		8	30	OD	1	South Sudan	OD	OD		8	30	OD	20220810183000	https://www.cp24.com/world/world-food-crisis-prompts-rise-in-child-marriages-canadian-aid-agencies-1.6021816
1058072779	20120812	201208	2012	2012.6082	SSD	SOUTH SUDAN	SSD								NER	NIGER	NER								1	081	081	08	2	5.0	10	2	10	-4.9161345136624	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20220810183000	https://infotel.ca/newsitem/cda-girls-hunger/cp2065630382
1058072780	20120812	201208	2012	2012.6082	SSD	SOUTH SUDAN	SSD								NER	NIGER	NER								1	081	081	08	2	5.0	7	1	7	-5.41871921182266	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20220810183000	https://www.cp24.com/world/world-food-crisis-prompts-rise-in-child-marriages-canadian-aid-agencies-1.6021816
1058072781	20120812	201208	2012	2012.6082	SSD	SOUTH SUDAN	SSD								NER	NIGER	NER								1	081	081	08	2	5.0	10	3	10	-5.01665145329445	1	South Sudan	OD	OD		8	30	OD	1	Niger	NG	NG		16	8	NG	1	South Sudan	OD	OD		8	30	OD	20220810183000	https://www.cp24.com/world/world-food-crisis-prompts-rise-in-child-marriages-canadian-aid-agencies-1.6021816
1058072782	20120812	201208	2012	2012.6082	SSD	SOUTH SUDAN	SSD								NER	NIGER	NER								1	081	081	08	2	5.0	3	3	3	-5.08366274638249	1	South Sudan	OD	OD		8	30	OD	1	South Sudan	OD	OD		8	30	OD	1	South Sudan	OD	OD		8	30	OD	20220810183000	https://www.cp24.com/world/world-food-crisis-prompts-rise-in-child-marriages-canadian-aid-agencies-1.6021816
1058072783	20120812	201208	2012	2012.6082	TCD	CHAD	TCD								NER	NIGER	NER								1	081	081	08	2	5.0	24	3	24	-5.08366274638249	1	Chad	CD	CD		15	19	CD	1	Niger	NG	NG		16	8	NG	1	South Sudan	OD	OD		8	30	OD	20220810183000	https://www.cp24.com/world/world-food-crisis-prompts-rise-in-child-marriages-canadian-aid-agencies-1.6021816
1058072784	20120812	201208	2012	2012.6082	TCD	CHAD	TCD								NER	NIGER	NER								1	081	081	08	2	5.0	6	3	6	-5.08366274638249	1	Mali	ML	ML		17	-4	ML	1	South Sudan	OD	OD		8	30	OD	1	South Sudan	OD	OD		8	30	OD	20220810183000	https://www.cp24.com/world/world-food-crisis-prompts-rise-in-child-marriages-canadian-aid-agencies-1.6021816
1058072785	20210810	202108	2021	2021.6027											ESP	SPAIN	ESP								1	190	190	19	4	-10.0	2	1	2	-7.75193798449612	0								1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20220810183000	http://radiojamaicanewsonline.com/local/reputed-spanish-town-gang-leader-to-be-questioned-in-relation-to-several-murders-shootings
1058072786	20210810	202108	2021	2021.6027											GOV	GOVERNMENT						GOV			0	057	057	05	1	8.0	5	1	5	4.35931307793923	0								4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20220810183000	https://www.taipeitimes.com/News/editorials/archives/2022/08/11/2003783326
1058072787	20210810	202108	2021	2021.6027	GOV	GOVERNMENT						GOV													0	013	013	01	1	0.4	5	1	5	4.35931307793923	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	0								4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20220810183000	https://www.taipeitimes.com/News/editorials/archives/2022/08/11/2003783326
1058072788	20210810	202108	2021	2021.6027	GOV	GOVERNMENT						GOV													0	057	057	05	1	8.0	5	1	5	4.35931307793923	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	0								4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20220810183000	https://www.taipeitimes.com/News/editorials/archives/2022/08/11/2003783326
1058072789	20210810	202108	2021	2021.6027	GOV	GOVERNMENT						GOV													0	141	141	14	3	-6.5	5	1	5	4.35931307793923	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	0								4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20220810183000	https://www.taipeitimes.com/News/editorials/archives/2022/08/11/2003783326
1058072790	20210810	202108	2021	2021.6027	GOV	MINIST OF FOREIGN AFFAIRS						GOV			ZWE	ZIMBABWE	ZWE								0	060	060	06	2	6.0	1	1	1	0.77821011673152	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	1	Zimbabwe	ZI	ZI		-19	29	ZI	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20220810183000	https://www.thezimbabwemail.com/headlines/shava-says-zimbabwean-govt-ready-to-welcome-its-sa-citizens-as-permits-expire-in-sa/
1058072791	20210810	202108	2021	2021.6027	GOV	MINIST OF FOREIGN AFFAIRS						GOV			ZWE	ZIMBABWE	ZWE								0	060	060	06	2	6.0	1	1	1	0.77821011673152	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	20220810183000	https://www.thezimbabwemail.com/headlines/shava-says-zimbabwean-govt-ready-to-welcome-its-sa-citizens-as-permits-expire-in-sa/
1058072792	20210810	202108	2021	2021.6027	USA	THE US	USA																		1	051	051	05	1	3.4	10	1	10	1.39664804469274	1	Brazil	BR	BR		-10	-55	BR	0								1	Brazil	BR	BR		-10	-55	BR	20220810183000	https://www.thedefensepost.com/2022/08/10/us-javelin-missiles-brazil/
1058072793	20210810	202108	2021	2021.6027	USA	UNITED STATES	USA								HLH	HEALTH FACILITY						HLH			1	084	084	08	2	7.0	2	1	2	-4.8	3	Waukesha, Wisconsin, United States	US	USWI	WI133	43.0117	-88.2315	1576312	3	Milwaukee, Wisconsin, United States	US	USWI	WI079	43.0389	-87.9065	1577901	3	Waukesha, Wisconsin, United States	US	USWI	WI133	43.0117	-88.2315	1576312	20220810183000	https://infotel.ca/newsitem/us-girls-stabbing-plot/cp1454620834
