1058070104	20210810	202108	2021	2021.6027	AFG	AFGHAN	AFG								AFGINSTAL	TALIBAN	AFG	TAL				INS			1	080	080	08	2	5.0	1	1	1	-2.68256333830105	4	Kochai, Helmand, Afghanistan	AF	AF10	3545	32.3014	64.9797	-3381401	4	Kochai, Helmand, Afghanistan	AF	AF10	3545	32.3014	64.9797	-3381401	4	Kochai, Helmand, Afghanistan	AF	AF10	3545	32.3014	64.9797	-3381401	20220810181500	https://www.laprensalatina.com/ghani-almost-forced-to-flee-afghanistan-barefoot-us-official-report/
1058070105	20210810	202108	2021	2021.6027	SIK	SIKH				SIK															1	010	010	01	1	0.0	10	1	10	-5.41666666666666	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	0								4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	20220810181500	https://www.tribuneindia.com/news/punjab/sgpc-to-hold-protests-on-august-13-for-release-of-sikh-prisoners-420786
1058070106	20210810	202108	2021	2021.6027	SIK	SIKH				SIK															0	173	173	17	4	-5.0	10	1	10	-5.41666666666666	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	0								4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	20220810181500	https://www.tribuneindia.com/news/punjab/sgpc-to-hold-protests-on-august-13-for-release-of-sikh-prisoners-420786
1058070107	20210810	202108	2021	2021.6027	USA	UNITED STATES	USA																		1	120	120	12	3	-4.0	16	1	8	-1.01694915254237	3	Charlottesville, Virginia, United States	US	USVA	VA540	38.0293	-78.4767	1498463	0								3	Charlottesville, Virginia, United States	US	USVA	VA540	38.0293	-78.4767	1498463	20220810181500	https://augustafreepress.com/charlottesville-rents-decline-in-past-month-but-still-significantly-higher-than-last-year/
1058070108	20220711	202207	2022	2022.5233	COP	POLICE						COP			EDUHLH	STUDENT						EDU	HLH		1	0841	084	08	2	7.0	10	1	10	-1.994301994302	4	Croydon, Croydon, United Kingdom	UK	UKC8	40133	51.3833	-0.1	-2593790	4	Croydon, Croydon, United Kingdom	UK	UKC8	40133	51.3833	-0.1	-2593790	4	Croydon, Croydon, United Kingdom	UK	UKC8	40133	51.3833	-0.1	-2593790	20220810181500	https://www.theguardian.com/uk-news/2022/aug/10/cctv-footage-missing-student-nurse-owami-davies
1058070109	20220711	202207	2022	2022.5233	GBR	UNITED KINGDOM	GBR								GOV	GOVERNMENT						GOV			0	020	020	02	1	3.0	4	1	4	-3.74787052810903	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20220810181500	https://www.cambridge-news.co.uk/news/uk-world-news/universal-credit-claimants-face-shameful-24719096
1058070110	20220711	202207	2022	2022.5233	GHA	GHANA	GHA																		1	090	090	09	2	-2.0	7	1	7	-0.29154518950437	1	Ghana	GH	GH		8	-2	GH	0								1	Ghana	GH	GH		8	-2	GH	20220810181500	https://allafrica.com/stories/202208100553.html
1058070111	20220711	202207	2022	2022.5233	GOV	GOVERNMENT						GOV													0	091	091	09	2	-2.0	5	1	5	-3.74787052810903	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20220810181500	https://www.cambridge-news.co.uk/news/uk-world-news/universal-credit-claimants-face-shameful-24719096
1058070112	20220711	202207	2022	2022.5233	GOV	FIRE DEPARTMENT						GOV			MED	JOURNALIST						MED			0	010	010	01	1	0.0	1	1	1	-6.33397312859885	4	Saint-Magne, Aquitaine, France	FR	FR97	16241	44.8667	-0.066667	-1466813	4	Saint-Magne, Aquitaine, France	FR	FR97	16241	44.8667	-0.066667	-1466813	4	Saint-Magne, Aquitaine, France	FR	FR97	16241	44.8667	-0.066667	-1466813	20220810181500	https://news.topwirenews.com/2022/08/10/arson-suspected-as-huge-french-wildfire-flares-up-again/
1058070113	20220711	202207	2022	2022.5233	GOV	FIRE DEPARTMENT						GOV			MED	JOURNALIST						MED			0	013	013	01	1	0.4	3	1	3	-6.33397312859885	4	Saint-Magne, Aquitaine, France	FR	FR97	16241	44.8667	-0.066667	-1466813	4	Saint-Magne, Aquitaine, France	FR	FR97	16241	44.8667	-0.066667	-1466813	4	Saint-Magne, Aquitaine, France	FR	FR97	16241	44.8667	-0.066667	-1466813	20220810181500	https://news.topwirenews.com/2022/08/10/arson-suspected-as-huge-french-wildfire-flares-up-again/
1058070114	20220711	202207	2022	2022.5233	JAM	JAMAICA	JAM																		0	193	193	19	4	-10.0	3	1	3	2.52427184466019	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20220810181500	https://www.washingtonpost.com/arts-entertainment/2022/08/10/sheryl-lee-ralph-abbott-elementary/
