1058094099	20210810	202108	2021	2021.6027	CAN	CANADA	CAN								BUS	COMPANY						BUS			1	010	010	01	1	0.0	2	1	2	-1.74563591022443	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20220810213000	https://www.bnnbloomberg.ca/glencore-takes-heat-in-quebec-for-smelter-that-spits-out-arsenic-1.1804167
1058094100	20210810	202108	2021	2021.6027	CANLAB	CANADA	CAN					LAB			BUS	COMPANY						BUS			1	010	010	01	1	0.0	2	1	2	-1.74563591022443	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20220810213000	https://www.bnnbloomberg.ca/glencore-takes-heat-in-quebec-for-smelter-that-spits-out-arsenic-1.1804167
1058094101	20210810	202108	2021	2021.6027	EGY	EGYPT	EGY								LBY	TRIPOLI	LBY								1	030	030	03	1	4.0	10	1	10	0.714285714285716	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20220810213000	https://northafricapost.com/59731-egyptair-resumes-flights-to-tripoli-after-7-year-hiatus.html
1058094102	20210810	202108	2021	2021.6027	EGY	CAIRO	EGY								LBY	LIBYA	LBY								1	080	080	08	2	5.0	8	1	8	0.714285714285716	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20220810213000	https://northafricapost.com/59731-egyptair-resumes-flights-to-tripoli-after-7-year-hiatus.html
1058094103	20210810	202108	2021	2021.6027	EGY	EGYPT	EGY								LBY	LIBYA	LBY								1	080	080	08	2	5.0	2	1	2	0.714285714285716	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20220810213000	https://northafricapost.com/59731-egyptair-resumes-flights-to-tripoli-after-7-year-hiatus.html
1058094104	20210810	202108	2021	2021.6027	GOV	CHIEF MINISTER						GOV			INDGOV	MAMATA BANERJEE	IND					GOV			0	043	043	04	1	2.8	7	1	7	-0.534759358288775	4	Kurseong, West Bengal, India	IN	IN28	17948	26.8825	88.2773	-2099886	4	Kurseong, West Bengal, India	IN	IN28	17948	26.8825	88.2773	-2099886	4	Kurseong, West Bengal, India	IN	IN28	17948	26.8825	88.2773	-2099886	20220810213000	https://www.telegraphindia.com/west-bengal/central-funds-for-siliguri-water-project/cid/1879442
1058094105	20210810	202108	2021	2021.6027	GOV	CHIEF MINISTER						GOV			INDGOV	MAMATA BANERJEE	IND					GOV			0	043	043	04	1	2.8	1	1	1	-0.534759358288775	4	Kurseong, West Bengal, India	IN	IN28	17948	26.8825	88.2773	-2099886	4	Siliguri, West Bengal, India	IN	IN28	17951	26.7161	88.4236	-2111079	4	Siliguri, West Bengal, India	IN	IN28	17951	26.7161	88.4236	-2111079	20220810213000	https://www.telegraphindia.com/west-bengal/central-funds-for-siliguri-water-project/cid/1879442
1058094106	20210810	202108	2021	2021.6027	INDGOV	MAMATA BANERJEE	IND					GOV			GOV	CHIEF MINISTER						GOV			0	042	042	04	1	1.9	6	1	6	-0.534759358288775	4	Calcutta, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	4	Calcutta, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	4	Calcutta, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	20220810213000	https://www.telegraphindia.com/west-bengal/central-funds-for-siliguri-water-project/cid/1879442
1058094107	20210810	202108	2021	2021.6027	INDGOV	MAMATA BANERJEE	IND					GOV			GOV	CHIEF MINISTER						GOV			0	042	042	04	1	1.9	1	1	1	-0.534759358288775	4	Siliguri, West Bengal, India	IN	IN28	17951	26.7161	88.4236	-2111079	4	Calcutta, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	4	Siliguri, West Bengal, India	IN	IN28	17951	26.7161	88.4236	-2111079	20220810213000	https://www.telegraphindia.com/west-bengal/central-funds-for-siliguri-water-project/cid/1879442
1058094108	20210810	202108	2021	2021.6027	INDGOV	MAMATA BANERJEE	IND					GOV			GOV	CHIEF MINISTER						GOV			0	042	042	04	1	1.9	1	1	1	-0.534759358288775	4	Siliguri, West Bengal, India	IN	IN28	17951	26.7161	88.4236	-2111079	4	Siliguri, West Bengal, India	IN	IN28	17951	26.7161	88.4236	-2111079	4	Siliguri, West Bengal, India	IN	IN28	17951	26.7161	88.4236	-2111079	20220810213000	https://www.telegraphindia.com/west-bengal/central-funds-for-siliguri-water-project/cid/1879442
1058094109	20210810	202108	2021	2021.6027	LAB	EMPLOYEE						LAB			BUS	COMPANY						BUS			1	010	010	01	1	0.0	6	1	6	-1.74563591022443	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20220810213000	https://www.bnnbloomberg.ca/glencore-takes-heat-in-quebec-for-smelter-that-spits-out-arsenic-1.1804167
1058094110	20210810	202108	2021	2021.6027	NIC	NICARAGUA	NIC								GOV	PRESIDENT						GOV			0	173	173	17	4	-5.0	1	1	1	-4.64135021097046	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220810213000	https://www.thecentersquare.com/florida/florida-judge-who-approved-fbi-warrant-for-raid-on-mar-a-lago-was-assigned-to/article_279ac9ac-18e3-11ed-aee1-b366358fef4d.html
1058094111	20210810	202108	2021	2021.6027	NIC	NICARAGUA	NIC								GOV	PRESIDENT						GOV			0	173	173	17	4	-5.0	4	1	4	-4.64135021097046	1	Nicaragua	NU	NU		13	-85	NU	1	Nicaragua	NU	NU		13	-85	NU	1	Nicaragua	NU	NU		13	-85	NU	20220810213000	https://www.thecentersquare.com/florida/florida-judge-who-approved-fbi-warrant-for-raid-on-mar-a-lago-was-assigned-to/article_279ac9ac-18e3-11ed-aee1-b366358fef4d.html
1058094112	20210810	202108	2021	2021.6027	USAGOV	NASA	USA					GOV													1	120	120	12	3	-4.0	5	1	5	-3.44827586206897	1	South Africa	SF	SF		-30	26	SF	0								1	South Africa	SF	SF		-30	26	SF	20220810213000	https://www.space.com/blue-whale-asteroid-zip-past-earth
