1058089804	20210810	202108	2021	2021.6027	CHE	GENEVA	CHE								MMR	MYANMAR	MMR								1	090	090	09	2	-2.0	1	1	1	-8.63013698630137	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Ukhia, Chittagong, Bangladesh	BG	BG84	5772	21.2445	92.1396	-2737007	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20220810204500	https://www.manilatimes.net/2022/08/11/news/world/crimes-vs-humanity-seen-rising-in-myanmar/1854132
1058089805	20210810	202108	2021	2021.6027	CHE	GENEVA	CHE								MMR	MYANMAR	MMR								1	090	090	09	2	-2.0	1	1	1	-8.63013698630137	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Ukhia, Chittagong, Bangladesh	BG	BG84	5772	21.2445	92.1396	-2737007	1	Netherlands	NL	NL		52.5	5.75	NL	20220810204500	https://www.manilatimes.net/2022/08/11/news/world/crimes-vs-humanity-seen-rising-in-myanmar/1854132
1058089806	20210810	202108	2021	2021.6027	CHE	GENEVA	CHE								MMR	MYANMAR	MMR								1	190	190	19	4	-10.0	1	1	1	-8.63013698630137	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	20220810204500	https://www.manilatimes.net/2022/08/11/news/world/crimes-vs-humanity-seen-rising-in-myanmar/1854132
1058089807	20210810	202108	2021	2021.6027	CHE	GENEVA	CHE								MMR	MYANMAR	MMR								1	190	190	19	4	-10.0	1	1	1	-8.63013698630137	4	Ukhia, Chittagong, Bangladesh	BG	BG84	5772	21.2445	92.1396	-2737007	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	20220810204500	https://www.manilatimes.net/2022/08/11/news/world/crimes-vs-humanity-seen-rising-in-myanmar/1854132
1058089808	20210810	202108	2021	2021.6027	EDU	SCHOOL						EDU			UAF	TERRORIST						UAF			0	141	141	14	3	-6.5	2	1	2	-2.42424242424242	3	Loudoun County, Virginia, United States	US	USVA	VA107	39.0834	-77.6497	1480141	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	3	Loudoun County, Virginia, United States	US	USVA		39.0834	-77.6497	1480141	20220810204500	https://heraldcourier.com/news/state-and-regional/kaine-rips-youngkins-tweet-on-trump-search-loudoun-schools/article_af45cff8-bde4-597f-ac1c-8b04f6a4f322.html
1058089809	20210810	202108	2021	2021.6027	EDU	SCHOOL						EDU			UAF	TERRORIST						UAF			0	141	141	14	3	-6.5	4	1	4	-2.42424242424242	3	Loudoun County, Virginia, United States	US	USVA	VA107	39.0834	-77.6497	1480141	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20220810204500	https://heraldcourier.com/news/state-and-regional/kaine-rips-youngkins-tweet-on-trump-search-loudoun-schools/article_af45cff8-bde4-597f-ac1c-8b04f6a4f322.html
1058089810	20210810	202108	2021	2021.6027	GBR	UNITED KINGDOM	GBR								RUS	RUSSIA	RUS								1	061	061	06	2	6.4	10	1	10	-3.04114490161002	1	United Kingdom	UK	UK		54	-4	UK	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220810204500	https://www.naturalgasintel.com/ns1-natural-gas-exports-to-europe-uk-hit-lowest-level-in-nearly-40-years/
1058089811	20210810	202108	2021	2021.6027	USA	UNITED STATES	USA								UAF	TERRORIST						UAF			0	141	141	14	3	-6.5	4	1	4	-2.42424242424242	3	Richmond, Virginia, United States	US	USVA	VA760	37.5538	-77.4603	1499957	3	Richmond, Virginia, United States	US	USVA	VA760	37.5538	-77.4603	1499957	3	Richmond, Virginia, United States	US	USVA	VA760	37.5538	-77.4603	1499957	20220810204500	https://heraldcourier.com/news/state-and-regional/kaine-rips-youngkins-tweet-on-trump-search-loudoun-schools/article_af45cff8-bde4-597f-ac1c-8b04f6a4f322.html
1058089812	20210810	202108	2021	2021.6027	USA	UNITED STATES	USA								USAGOV	JOE BIDEN	USA					GOV			0	111	111	11	3	-2.0	4	1	4	-2.42424242424242	3	Richmond, Virginia, United States	US	USVA	VA760	37.5538	-77.4603	1499957	3	Richmond, Virginia, United States	US	USVA	VA760	37.5538	-77.4603	1499957	3	Richmond, Virginia, United States	US	USVA	VA760	37.5538	-77.4603	1499957	20220810204500	https://heraldcourier.com/news/state-and-regional/kaine-rips-youngkins-tweet-on-trump-search-loudoun-schools/article_af45cff8-bde4-597f-ac1c-8b04f6a4f322.html
1058089813	20210810	202108	2021	2021.6027	sco	SCOTTISH			sco																1	111	111	11	3	-2.0	8	1	8	4.02930402930403	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220810204500	https://www.proactiveinvestors.co.uk/companies/news/989773/centrica-agrees-to-multi-billion-pound-lng-deal-with-us-supplier-delfin-midstream-989773.html
