1058108971	20210811	202108	2021	2021.6055											EDU	SCHOOL						EDU			1	057	057	05	1	8.0	10	1	10	-0.41666666666667	0								3	Feliciana, Louisiana, United States	US	USLA	LA033	30.5749	-91.1257	558974	3	Feliciana, Louisiana, United States	US	USLA	LA033	30.5749	-91.1257	558974	20220811000000	https://www.bizneworleans.com/data-17-louisiana-school-districts-failing-to-flourish/
1058108972	20210811	202108	2021	2021.6055											JUD	JUDGE						JUD			1	0213	021	02	1	3.4	2	1	2	-6.72268907563025	0								3	Waukesha, Wisconsin, United States	US	USWI	WI133	43.0117	-88.2315	1576312	3	Waukesha, Wisconsin, United States	US	USWI	WI133	43.0117	-88.2315	1576312	20220811000000	http://www.great98.net/2022/08/10/8-11-22-wisconsin-woman-in-slender-man-attack-drops-release-request/
1058108973	20210811	202108	2021	2021.6055											JUD	JUDGE						JUD			1	084	084	08	2	7.0	2	1	2	-6.72268907563025	0								3	Waukesha, Wisconsin, United States	US	USWI	WI133	43.0117	-88.2315	1576312	3	Waukesha, Wisconsin, United States	US	USWI	WI133	43.0117	-88.2315	1576312	20220811000000	http://www.great98.net/2022/08/10/8-11-22-wisconsin-woman-in-slender-man-attack-drops-release-request/
1058108974	20210811	202108	2021	2021.6055											USA	UNITED STATES	USA								1	010	010	01	1	0.0	1	1	1	-14.8148148148148	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220811000000	https://www.aol.com/suspect-deaths-4-muslim-men-204249537.html
1058108975	20210811	202108	2021	2021.6055											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	1	1	1	-14.8148148148148	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20220811000000	https://www.aol.com/suspect-deaths-4-muslim-men-204249537.html
1058108976	20210811	202108	2021	2021.6055											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	1	1	1	-14.8148148148148	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220811000000	https://www.aol.com/suspect-deaths-4-muslim-men-204249537.html
1058108977	20210811	202108	2021	2021.6055	EDU	SCHOOL						EDU													1	057	057	05	1	8.0	10	1	10	-0.41666666666667	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20220811000000	https://www.bizneworleans.com/data-17-louisiana-school-districts-failing-to-flourish/
1058108978	20210811	202108	2021	2021.6055	GOV	PRESIDENT						GOV													1	010	010	01	1	0.0	10	1	10	-3.3434650455927	1	Benin	BN	BN		9.5	2.25	BN	0								1	Benin	BN	BN		9.5	2.25	BN	20220811000000	https://www.theneweuropean.co.uk/everyday-philosophy-the-complexities-around-returning-the-benin-bronzes/
1058108979	20210811	202108	2021	2021.6055	GOV	MINIST						GOV													0	110	110	11	3	-2.0	6	1	6	7.47663551401869	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220811000000	https://pacific.scoop.co.nz/2022/08/minister-kopu-praises-prc-for-support-towards-government/
1058108980	20210811	202108	2021	2021.6055	GOV	MINIST						GOV													0	125	125	12	3	-5.0	6	1	6	7.47663551401869	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220811000000	https://pacific.scoop.co.nz/2022/08/minister-kopu-praises-prc-for-support-towards-government/
1058108981	20210811	202108	2021	2021.6055	GOV	PRESIDENT						GOV													1	145	145	14	3	-7.5	10	1	10	-3.3434650455927	1	Benin	BN	BN		9.5	2.25	BN	0								1	Nigeria	NI	NI		10	8	NI	20220811000000	https://www.theneweuropean.co.uk/everyday-philosophy-the-complexities-around-returning-the-benin-bronzes/
1058108982	20210811	202108	2021	2021.6055	GOV	MINIST						GOV			SLB	SOLOMON ISLAND	SLB								0	110	110	11	3	-2.0	2	1	2	7.47663551401869	4	Honiara, Solomon Islands (general), Solomon Islands	BP	BP00	18585	-9.43333	159.95	-1546211	4	Honiara, Solomon Islands (general), Solomon Islands	BP	BP00	18585	-9.43333	159.95	-1546211	4	Honiara, Solomon Islands (general), Solomon Islands	BP	BP00	18585	-9.43333	159.95	-1546211	20220811000000	https://pacific.scoop.co.nz/2022/08/minister-kopu-praises-prc-for-support-towards-government/
1058108983	20210811	202108	2021	2021.6055	GOV	MINIST						GOV			SLB	SOLOMON ISLAND	SLB								0	125	125	12	3	-5.0	2	1	2	7.47663551401869	4	Honiara, Solomon Islands (general), Solomon Islands	BP	BP00	18585	-9.43333	159.95	-1546211	4	Honiara, Solomon Islands (general), Solomon Islands	BP	BP00	18585	-9.43333	159.95	-1546211	4	Honiara, Solomon Islands (general), Solomon Islands	BP	BP00	18585	-9.43333	159.95	-1546211	20220811000000	https://pacific.scoop.co.nz/2022/08/minister-kopu-praises-prc-for-support-towards-government/
1058108984	20210811	202108	2021	2021.6055	GOV	GOVERNOR						GOV			USA	UNITED STATES	USA								1	084	084	08	2	7.0	6	3	6	0	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220811000000	https://www.980waav.com/news/desantis-campaign-ad-touts-florida-freedom-takes-a-dig-at-crist/
1058108985	20210811	202108	2021	2021.6055	GOV	GOVERNOR						GOV			USA	UNITED STATES	USA								1	193	193	19	4	-10.0	6	3	6	0	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220811000000	https://www.980waav.com/news/desantis-campaign-ad-touts-florida-freedom-takes-a-dig-at-crist/
1058108986	20210811	202108	2021	2021.6055	JUD	PROSECUTOR						JUD			USA	FLORIDA	USA								0	010	010	01	1	0.0	18	3	18	-6.45670934911072	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220811000000	https://www.washingtontimes.com/news/2022/aug/10/suspect-in-albuquerque-muslim-killings-denies-invo/
1058108987	20210811	202108	2021	2021.6055	JUD	PROSECUTOR						JUD			USA	UNITED STATES	USA								0	010	010	01	1	0.0	6	3	6	-6.45670934911072	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220811000000	https://www.washingtontimes.com/news/2022/aug/10/suspect-in-albuquerque-muslim-killings-denies-invo/
1058108988	20210811	202108	2021	2021.6055	JUD	PROSECUTOR						JUD			USA	UNITED STATES	USA								0	010	010	01	1	0.0	6	3	6	-6.45670934911072	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	20220811000000	https://www.washingtontimes.com/news/2022/aug/10/suspect-in-albuquerque-muslim-killings-denies-invo/
