1058091075	20210810	202108	2021	2021.6027	USA	UNITED STATES	USA																		0	051	051	05	1	3.4	2	1	2	0.42553191489362	3	Staten Island, New York, United States	US	USNY	NY085	40.5834	-74.1496	1802959	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220810210000	https://www.newsweek.com/pete-davidsons-kim-tat-depps-wino-forever-regrettable-ink-1732656
1058091076	20220711	202207	2022	2022.5233											NMR	NORTH AMERICA	NMR								1	042	042	04	1	1.9	6	1	6	2	0								2	North Dakota, United States	US	USND		47.5362	-99.793	ND	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	20220810210000	https://bismarcktribune.com/news/state-and-regional/govt-and-politics/north-dakota-dot-chief-resigns-5th-cabinet-member-this-summer-to-announce-departure/article_b8a9cf72-18e0-11ed-8e2e-e315fa7e03f6.html
1058091077	20220711	202207	2022	2022.5233	COP	DETECTIVE						COP			MEX	MEXICO	MEX								0	171	171	17	4	-9.2	1	1	1	-7.08762886597938	1	Mexico	MX	MX		23	-102	MX	3	Orange County, North Carolina, United States	US	USNC		36.0668	-79.1164	1008576	3	Orange County, North Carolina, United States	US	USNC		36.0668	-79.1164	1008576	20220810210000	http://www.orlandosentinel.com/news/crime/os-ne-john-stagner-murder-ronald-cates-arrest-orange-cold-case-20220810-42lg6e3fqze2vhbzg5enu5mc7u-story.html
1058091078	20220711	202207	2022	2022.5233	COP	DETECTIVE						COP			MEX	MEXICAN	MEX								0	171	171	17	4	-9.2	5	1	5	-7.08762886597938	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20220810210000	http://www.orlandosentinel.com/news/crime/os-ne-john-stagner-murder-ronald-cates-arrest-orange-cold-case-20220810-42lg6e3fqze2vhbzg5enu5mc7u-story.html
1058091079	20220711	202207	2022	2022.5233	COP	DETECTIVE						COP			MEX	MEXICAN	MEX								0	193	193	19	4	-10.0	3	1	3	-7.08762886597938	3	Orange County, North Carolina, United States	US	USNC	NC135	36.0668	-79.1164	1008576	3	Orange County, North Carolina, United States	US	USNC		36.0668	-79.1164	1008576	3	Orange County, North Carolina, United States	US	USNC		36.0668	-79.1164	1008576	20220810210000	http://www.orlandosentinel.com/news/crime/os-ne-john-stagner-murder-ronald-cates-arrest-orange-cold-case-20220810-42lg6e3fqze2vhbzg5enu5mc7u-story.html
1058091080	20220711	202207	2022	2022.5233	COP	DETECTIVE						COP			MEX	MEXICO	MEX								0	193	193	19	4	-10.0	1	1	1	-7.08762886597938	1	Mexico	MX	MX		23	-102	MX	3	Orange County, North Carolina, United States	US	USNC		36.0668	-79.1164	1008576	3	Orange County, North Carolina, United States	US	USNC		36.0668	-79.1164	1008576	20220810210000	http://www.orlandosentinel.com/news/crime/os-ne-john-stagner-murder-ronald-cates-arrest-orange-cold-case-20220810-42lg6e3fqze2vhbzg5enu5mc7u-story.html
1058091081	20220711	202207	2022	2022.5233	COP	DETECTIVE						COP			MEX	MEXICO	MEX								0	193	193	19	4	-10.0	2	1	2	-7.08762886597938	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20220810210000	http://www.orlandosentinel.com/news/crime/os-ne-john-stagner-murder-ronald-cates-arrest-orange-cold-case-20220810-42lg6e3fqze2vhbzg5enu5mc7u-story.html
1058091082	20220711	202207	2022	2022.5233	GBR	BRITISH	GBR								SAUGOV	SAUDI	SAU					GOV			0	111	111	11	3	-2.0	7	1	7	-2.7363184079602	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220810210000	https://english.alaraby.co.uk/news/popular-iraqi-actress-sue-economist-over-fat-photo
1058091083	20220711	202207	2022	2022.5233	IRN	IRAN	IRN								ISR	ISRAELI	ISR								1	190	190	19	4	-10.0	2	1	2	-8.10810810810811	1	Iran	IR	IR		32	53	IR	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20220810210000	https://www.clevelandjewishnews.com/jns/report-israeli-hackers-took-down-irgc-s-fars-news-website/article_4d6f879a-c018-55f2-97ba-79250bf242b6.html
1058091084	20220711	202207	2022	2022.5233	IRN	IRAN	IRN								ISRGOVHLH	ISRAELI	ISR					GOV	HLH		1	190	190	19	4	-10.0	2	1	2	-8.10810810810811	1	Iran	IR	IR		32	53	IR	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20220810210000	https://www.clevelandjewishnews.com/jns/report-israeli-hackers-took-down-irgc-s-fars-news-website/article_4d6f879a-c018-55f2-97ba-79250bf242b6.html
