1058082235	20210810	202108	2021	2021.6027											NZL	NEW ZEALAND	NZL								0	040	040	04	1	1.0	4	1	4	-0.73211314475874	0								4	Tukituki, New Zealand (general), New Zealand	NZ	NZ00	22383	-39.6833	176.933	-1520074	4	Tukituki, New Zealand (general), New Zealand	NZ	NZ00	22383	-39.6833	176.933	-1520074	20220810194500	http://www.msn.com/en-nz/news/national/dam-plan-on-life-support-seeks-next-jolt/ar-AA10wL3B
1058082236	20210810	202108	2021	2021.6027											NZL	NEW ZEALAND	NZL								0	042	042	04	1	1.9	5	1	5	-0.73211314475874	0								4	Ruahine, New Zealand (general), New Zealand	NZ	NZ00	22390	-39.8333	175.9	-1517655	4	Ruahine, New Zealand (general), New Zealand	NZ	NZ00	22390	-39.8333	175.9	-1517655	20220810194500	http://www.msn.com/en-nz/news/national/dam-plan-on-life-support-seeks-next-jolt/ar-AA10wL3B
1058082237	20210810	202108	2021	2021.6027											NZL	NEW ZEALAND	NZL								0	042	042	04	1	1.9	1	1	1	-0.73211314475874	0								4	Ruataniwha, New Zealand (general), New Zealand	NZ	NZ00	22390	-39.9333	176.5	-1517692	4	Ruataniwha, New Zealand (general), New Zealand	NZ	NZ00	22390	-39.9333	176.5	-1517692	20220810194500	http://www.msn.com/en-nz/news/national/dam-plan-on-life-support-seeks-next-jolt/ar-AA10wL3B
1058082238	20210810	202108	2021	2021.6027	AFG	AFGHAN	AFG								GBR	BRITAIN	GBR								1	042	042	04	1	1.9	10	1	10	-2.19435736677116	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220810194500	https://bdnews24.com/world/33dk5mn0fn
1058082239	20210810	202108	2021	2021.6027	EDU	LECTURER						EDU													0	112	112	11	3	-2.0	5	1	5	-4.28571428571428	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	0								4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20220810194500	https://www.sott.net/article/470856-Progressive-Gestapo-Hard-left-academics-plotted-gender-ID-witch-hunt-on-colleagues
1058082240	20210810	202108	2021	2021.6027	GBR	UNITED KINGDOM	GBR								AFG	AFGHANISTAN	AFG								1	043	043	04	1	2.8	2	1	2	-2.19435736677116	1	United Kingdom	UK	UK		54	-4	UK	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20220810194500	https://bdnews24.com/world/33dk5mn0fn
1058082241	20210810	202108	2021	2021.6027	GBR	BRITAIN	GBR								AFG	AFGHAN	AFG								1	043	043	04	1	2.8	8	1	8	-2.19435736677116	1	United Kingdom	UK	UK		54	-4	UK	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	1	United Kingdom	UK	UK		54	-4	UK	20220810194500	https://bdnews24.com/world/33dk5mn0fn
1058082242	20210810	202108	2021	2021.6027	NZL	NEW ZEALAND	NZL																		0	020	020	02	1	3.0	4	1	4	-0.73211314475874	4	Tukituki, New Zealand (general), New Zealand	NZ	NZ00	22383	-39.6833	176.933	-1520074	0								4	Tukituki, New Zealand (general), New Zealand	NZ	NZ00	22383	-39.6833	176.933	-1520074	20220810194500	http://www.msn.com/en-nz/news/national/dam-plan-on-life-support-seeks-next-jolt/ar-AA10wL3B
1058082243	20210810	202108	2021	2021.6027	NZL	NEW ZEALAND	NZL																		0	040	040	04	1	1.0	4	1	4	-0.73211314475874	4	Tukituki, New Zealand (general), New Zealand	NZ	NZ00	22383	-39.6833	176.933	-1520074	0								4	Tukituki, New Zealand (general), New Zealand	NZ	NZ00	22383	-39.6833	176.933	-1520074	20220810194500	http://www.msn.com/en-nz/news/national/dam-plan-on-life-support-seeks-next-jolt/ar-AA10wL3B
1058082244	20210810	202108	2021	2021.6027	NZL	NEW ZEALAND	NZL																		0	043	043	04	1	2.8	5	1	5	-0.73211314475874	4	Ruahine, New Zealand (general), New Zealand	NZ	NZ00	22390	-39.8333	175.9	-1517655	0								4	Ruahine, New Zealand (general), New Zealand	NZ	NZ00	22390	-39.8333	175.9	-1517655	20220810194500	http://www.msn.com/en-nz/news/national/dam-plan-on-life-support-seeks-next-jolt/ar-AA10wL3B
1058082245	20210810	202108	2021	2021.6027	NZL	NEW ZEALAND	NZL																		0	043	043	04	1	2.8	1	1	1	-0.73211314475874	4	Ruataniwha, New Zealand (general), New Zealand	NZ	NZ00	22390	-39.9333	176.5	-1517692	0								4	Ruataniwha, New Zealand (general), New Zealand	NZ	NZ00	22390	-39.9333	176.5	-1517692	20220810194500	http://www.msn.com/en-nz/news/national/dam-plan-on-life-support-seeks-next-jolt/ar-AA10wL3B
1058082246	20220711	202207	2022	2022.5233	ARE	UNITED ARAB EMIRATES	ARE																		1	010	010	01	1	0.0	1	1	1	-3.99408284023669	4	Murban, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	23.9534	53.6913	-783739	0								4	Murban, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	23.9534	53.6913	-783739	20220810194500	https://www.933thedrive.com/2022/08/10/global-physical-oil-market-weakens-as-recession-jitters-mount/
1058082247	20220711	202207	2022	2022.5233	BUS	COMPANY						BUS			JUD	FEDERAL JUDGE						JUD			1	080	080	08	2	5.0	10	1	10	0	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20220810194500	https://www.wwaytv3.com/how-volunteers-across-the-country-are-stepping-in-to-help-4000-beagles-rescued-from-breeding-facility/
1058082248	20220711	202207	2022	2022.5233	CAN	CANADA	CAN								EDU	SCHOOL						EDU			0	055	055	05	1	7.0	10	1	10	-4.49308755760369	4	Winnipeg, Manitoba, Canada	CA	CA03	12577	49.8833	-97.1667	-576096	4	Winnipeg, Manitoba, Canada	CA	CA03	12577	49.8833	-97.1667	-576096	4	Winnipeg, Manitoba, Canada	CA	CA03	12577	49.8833	-97.1667	-576096	20220810194500	https://www.thompsoncitizen.net/national-news/draft-speech-on-residential-schools-edited-out-blaming-ottawa-for-abuse-documents-5681706
