1058093029	20210810	202108	2021	2021.6027											IND	DELHI	IND								1	042	042	04	1	1.9	1	1	1	-1.99203187250996	0								4	Cachar, Assam, India	IN	IN03	17591	25.0833	92.9167	-2092505	4	Cachar, Assam, India	IN	IN03	17591	25.0833	92.9167	-2092505	20220810211500	https://www.ndtv.com/india-news/assam-mizoram-chief-ministers-to-meet-in-delhi-to-resolve-border-dispute-3244610
1058093030	20210810	202108	2021	2021.6027											USA	UNITED STATES	USA								1	042	042	04	1	1.9	1	1	1	0.671140939597313	0								3	Cooke County, Texas, United States	US	USTX		33.6334	-97.217	1383834	3	Cooke County, Texas, United States	US	USTX		33.6334	-97.217	1383834	20220810211500	https://www.gainesvilleregister.com/news/local_news/o-rourke-brings-campaign-back-to-gainesville-friday/article_fc391f70-18bf-11ed-965a-5bb0cecb3b69.html
1058093031	20210810	202108	2021	2021.6027											USA	UNITED STATES	USA								1	046	046	04	1	7.0	2	1	2	-4.07378939277479	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220810211500	https://hotair.com/allahpundit/2022/08/10/trump-now-leaning-towards-announcing-2024-bid-before-the-midterms-n488779
1058093032	20210810	202108	2021	2021.6027	BGD	BANGLADESH	BGD								CVL	COMMUNITY						CVL			0	173	173	17	4	-5.0	3	1	3	-10.6194690265487	1	Bangladesh	BG	BG		24	90	BG	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Bangladesh	BG	BG		24	90	BG	20220810211500	https://english.alaraby.co.uk/news/two-rohingya-leaders-shot-dead-bangladesh-refugee-camps
1058093033	20210810	202108	2021	2021.6027	BGD	BANGLADESH	BGD								USA	UNITED STATES	USA								0	193	193	19	4	-10.0	2	1	2	-10.6194690265487	1	Bangladesh	BG	BG		24	90	BG	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220810211500	https://english.alaraby.co.uk/news/two-rohingya-leaders-shot-dead-bangladesh-refugee-camps
1058093034	20210810	202108	2021	2021.6027	BGD	BANGLADESH	BGD								USAGOV	THE WHITE HOUSE	USA					GOV			0	193	193	19	4	-10.0	1	1	1	-10.6194690265487	1	Bangladesh	BG	BG		24	90	BG	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220810211500	https://english.alaraby.co.uk/news/two-rohingya-leaders-shot-dead-bangladesh-refugee-camps
1058093035	20210810	202108	2021	2021.6027	EDU	SCHOOL						EDU			USA	FLORIDA	USA								1	190	190	19	4	-10.0	10	1	10	-9.21985815602834	3	Deerfield Beach Middle School, Florida, United States	US	USFL	FL011	26.309	-80.0978	297221	3	Deerfield Beach Middle School, Florida, United States	US	USFL		26.309	-80.0978	297221	3	Deerfield Beach Middle School, Florida, United States	US	USFL		26.309	-80.0978	297221	20220810211500	https://www.advocate.com/crime/2022/8/10/trans-teen-victim-vicious-anti-lgbtq-assault-second-time
1058093036	20210810	202108	2021	2021.6027	LEG	SENATE						LEG													1	012	012	01	1	-0.4	5	1	5	-0.47244094488189	1	Japan	JA	JA		36	138	JA	0								1	Japan	JA	JA		36	138	JA	20220810211500	https://www.philstar.com/business/2022/08/11/2201734/power-reserves-enough-next-6-months-doe
1058093037	20210810	202108	2021	2021.6027	LEG	SENATE						LEG			GOV	ENERGY SECRETARY						GOV			1	012	012	01	1	-0.4	5	1	5	-0.47244094488189	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20220810211500	https://www.philstar.com/business/2022/08/11/2201734/power-reserves-enough-next-6-months-doe
1058093038	20210810	202108	2021	2021.6027	USA	UNITED STATES	USA																		1	043	043	04	1	2.8	6	1	6	0.671140939597313	3	Cooke County, Texas, United States	US	USTX	TX097	33.6334	-97.217	1383834	0								3	Cooke County, Texas, United States	US	USTX		33.6334	-97.217	1383834	20220810211500	https://www.gainesvilleregister.com/news/local_news/o-rourke-brings-campaign-back-to-gainesville-friday/article_fc391f70-18bf-11ed-965a-5bb0cecb3b69.html
1058093039	20210810	202108	2021	2021.6027	USA	UNITED STATES	USA																		1	046	046	04	1	7.0	2	1	2	-4.07378939277479	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220810211500	https://hotair.com/allahpundit/2022/08/10/trump-now-leaning-towards-announcing-2024-bid-before-the-midterms-n488779
1058093040	20220711	202207	2022	2022.5233											GOV	MINIST						GOV			0	061	061	06	2	6.4	4	1	4	0.77922077922078	0								1	Egypt	EG	EG		27	30	EG	1	France	FR	FR		46	2	FR	20220810211500	https://english.ahram.org.eg/News/471123.aspx
1058093041	20220711	202207	2022	2022.5233											GOV	MINIST						GOV			0	061	061	06	2	6.4	6	1	6	0.77922077922078	0								1	India	IN	IN		20	77	IN	1	France	FR	FR		46	2	FR	20220810211500	https://english.ahram.org.eg/News/471123.aspx
