1058024267	20210810	202108	2021	2021.6027											POL	WARSAW	POL								1	042	042	04	1	1.9	3	1	3	-2.13333333333333	0								4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	20220810123000	https://www.myanmarnews.net/news/272649387/ukraine-war-flattens-eastern-european-tourism
1058024268	20210810	202108	2021	2021.6027	AFR	AFRICA	AFR																		1	111	111	11	3	-2.0	3	1	3	-4.57516339869281	5	Akwa Ibom State, Akwa Ibom, Nigeria	NI	NI21	191377	5	7.83333	-1998981	0								5	Akwa Ibom State, Akwa Ibom, Nigeria	NI	NI21	191377	5	7.83333	-1998981	20220810123000	https://www.africanexaminer.com/some-people-mocked-me-when-i-lost-my-son-adeboye/
1058024269	20210810	202108	2021	2021.6027	AFR	AFRICA	AFR								CHRPRO332	CHRISTIAN CHURCH				CHR	PRO				1	111	111	11	3	-2.0	3	1	3	-4.57516339869281	5	Akwa Ibom State, Akwa Ibom, Nigeria	NI	NI21	191377	5	7.83333	-1998981	5	Akwa Ibom State, Akwa Ibom, Nigeria	NI	NI21	191377	5	7.83333	-1998981	5	Akwa Ibom State, Akwa Ibom, Nigeria	NI	NI21	191377	5	7.83333	-1998981	20220810123000	https://www.africanexaminer.com/some-people-mocked-me-when-i-lost-my-son-adeboye/
1058024270	20210810	202108	2021	2021.6027	AFR	AFRICA	AFR								NGA	NIGERIA	NGA								1	111	111	11	3	-2.0	4	1	4	-4.57516339869281	5	Akwa Ibom State, Akwa Ibom, Nigeria	NI	NI21	191377	5	7.83333	-1998981	5	Akwa Ibom State, Akwa Ibom, Nigeria	NI	NI21	191377	5	7.83333	-1998981	5	Akwa Ibom State, Akwa Ibom, Nigeria	NI	NI21	191377	5	7.83333	-1998981	20220810123000	https://www.africanexaminer.com/some-people-mocked-me-when-i-lost-my-son-adeboye/
1058024271	20210810	202108	2021	2021.6027	BUS	COMPANY						BUS			ESP	SPAIN	ESP								1	0874	087	08	2	10.0	5	1	5	-2.52873563218391	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20220810123000	https://www.theguardian.com/business/2022/aug/10/deliveroo-losses-cost-of-living-crisis-simon-wolfson
1058024272	20210810	202108	2021	2021.6027	ELI	ACTOR						ELI			USA	UNITED STATES	USA								0	036	036	03	1	4.0	4	1	4	7.4074074074074	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20220810123000	https://www.iol.co.za/entertainment/celebrity-news/international/kenan-thompson-to-host-emmy-awards-6b2bf510-bd4f-4ba9-9801-2f8fb4564dd8
1058024273	20210810	202108	2021	2021.6027	EUR	EUROPE	EUR								BUS	BOSS						BUS			1	051	051	05	1	3.4	8	1	8	1.68421052631579	1	Spain	SP	SP		40	-4	SP	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20220810123000	https://www.finews.com/news/english-news/52760-ubs-europe-2021-ergebnis-christine-novakovic-spanien-oesterreich-2
1058024274	20210810	202108	2021	2021.6027	EUR	EUROPE	EUR								DEUBUS	GERMANY	DEU					BUS			1	051	051	05	1	3.4	2	1	2	1.68421052631579	1	Austria	AU	AU		47.333333	13.333333	AU	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20220810123000	https://www.finews.com/news/english-news/52760-ubs-europe-2021-ergebnis-christine-novakovic-spanien-oesterreich-2
1058024275	20210810	202108	2021	2021.6027	EUR	EUROPE	EUR								RUSGOV	VLADIMIR PUTIN	RUS					GOV			1	061	061	06	2	6.4	6	1	6	0.89285714285714	3	Freeport, Texas, United States	US	USTX	TX039	28.9541	-95.3597	1357720	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220810123000	https://www.bnnbloomberg.ca/putin-s-gas-weapon-blunted-by-europe-s-stock-build-stanchart-says-1.1803905
1058024276	20210810	202108	2021	2021.6027	EUR	EUROPE	EUR								RUSGOV	VLADIMIR PUTIN	RUS					GOV			1	061	061	06	2	6.4	2	1	2	0.89285714285714	1	Russia	RS	RS		60	100	RS	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220810123000	https://www.bnnbloomberg.ca/putin-s-gas-weapon-blunted-by-europe-s-stock-build-stanchart-says-1.1803905
1058024277	20210810	202108	2021	2021.6027	IGOUNOHLHWHO	WORLD HEALTH ORGANIZATION		UNO				IGO	HLH												0	020	020	02	1	3.0	8	1	8	-5.38163911361238	4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	0								4	Wuhan, Hubei, China	CH	CH12	13124	30.5833	114.267	-1930776	20220810123000	https://www.dailymail.co.uk/news/article-11098669/Brazilians-poisoning-MONKEYS-misplaced-fears-blame-monkeypox-outbreak.html
1058024278	20210810	202108	2021	2021.6027	IGOUNOHLHWHO	WORLD HEALTH ORGANIZATION		UNO				IGO	HLH												0	020	020	02	1	3.0	2	1	2	-5.38163911361238	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220810123000	https://www.dailymail.co.uk/news/article-11098669/Brazilians-poisoning-MONKEYS-misplaced-fears-blame-monkeypox-outbreak.html
1058024279	20210810	202108	2021	2021.6027	KHM	CAMBODIA	KHM																		1	061	061	06	2	6.4	5	1	5	0.636942675159234	1	China	CH	CH		35	105	CH	0								1	China	CH	CH		35	105	CH	20220810123000	http://www.akp.gov.kh/post/detail/259813
