1058022686	20210810	202108	2021	2021.6027	EDU	SCHOOL						EDU													1	174	174	17	4	-5.0	10	1	10	-2.60989010989011	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	0								2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20220810121500	https://www.stltoday.com/news/local/columns/tony-messenger/messenger-state-legislator-calls-for-hearings-on-ferguson-florissant-school-suspensions/article_4dc19bb1-2c7c-5211-acaf-65ee0dc76b7c.html
1058022687	20210810	202108	2021	2021.6027	USA	MICHIGAN	USA																		0	020	020	02	1	3.0	3	1	3	1.07338991512731	3	Washtenaw County, Michigan, United States	US	USMI	MI161	42.2506	-83.8499	1623021	0								3	Washtenaw County, Michigan, United States	US	USMI		42.2506	-83.8499	1623021	20220810121500	https://www.wemu.org/show/issues-of-the-environment/2022-08-10/issues-of-the-environment-combating-greenhouse-gas-emissions-at-michigan-medicines-surgical-rooms
1058022688	20220711	202207	2022	2022.5233	COGGOV	CONGO	COG					GOV			COG	CONGO	COG								0	111	111	11	3	-2.0	2	1	2	-1.30151843817788	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	20220810121500	https://www.maravipost.com/drc-blinken-concerned-by-reports-of-rwandan-support-for-rebels/
1058022689	20220711	202207	2022	2022.5233	COGGOV	CONGO	COG					GOV			COG	CONGO	COG								0	111	111	11	3	-2.0	8	1	8	-1.30151843817788	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220810121500	https://www.maravipost.com/drc-blinken-concerned-by-reports-of-rwandan-support-for-rebels/
1058022690	20220711	202207	2022	2022.5233	EDUGOV	ECONOMIST						EDU	GOV		GRC	GREECE	GRC								1	042	042	04	1	1.9	2	1	2	-3.42261904761904	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20220810121500	https://www.timesofisrael.com/liveblog-august-10-2022/
1058022691	20220711	202207	2022	2022.5233	EDUGOV	ECONOMIST						EDU	GOV		GRC	GREECE	GRC								1	042	042	04	1	1.9	4	1	4	-3.42261904761904	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20220810121500	https://www.timesofisrael.com/liveblog-august-10-2022/
1058022692	20220711	202207	2022	2022.5233	EDUGOV	ECONOMIST						EDU	GOV		GRC	GREECE	GRC								1	042	042	04	1	1.9	4	1	4	-3.42261904761904	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20220810121500	https://www.timesofisrael.com/liveblog-august-10-2022/
1058022693	20220711	202207	2022	2022.5233	EDUGOV	ECONOMIST						EDU	GOV		GRC	GREECE	GRC								1	046	046	04	1	7.0	2	1	2	-3.42261904761904	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20220810121500	https://www.timesofisrael.com/liveblog-august-10-2022/
1058022694	20220711	202207	2022	2022.5233	EDUGOV	ECONOMIST						EDU	GOV		GRC	GREECE	GRC								1	046	046	04	1	7.0	2	1	2	-3.42261904761904	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20220810121500	https://www.timesofisrael.com/liveblog-august-10-2022/
1058022695	20220711	202207	2022	2022.5233	GBR	UNITED KINGDOM	GBR								IGOUNO	UNITED NATIONS		UNO				IGO			1	111	111	11	3	-2.0	2	1	2	-1.43198090692124	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	20220810121500	https://www.ibtimes.com/prince-harry-called-pompous-hypocritical-pundit-over-un-speech-3600148
1058022696	20220711	202207	2022	2022.5233	GOV	PRINCE						GOV			IGOUNO	UNITED NATIONS		UNO				IGO			1	111	111	11	3	-2.0	2	1	2	-1.43198090692124	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	1	Australia	AS	AS		-25	135	AS	20220810121500	https://www.ibtimes.com/prince-harry-called-pompous-hypocritical-pundit-over-un-speech-3600148
1058022697	20220711	202207	2022	2022.5233	GOV	PRINCE						GOV			IGOUNO	UNITED NATIONS		UNO				IGO			1	111	111	11	3	-2.0	6	1	6	-1.43198090692124	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20220810121500	https://www.ibtimes.com/prince-harry-called-pompous-hypocritical-pundit-over-un-speech-3600148
1058022698	20220711	202207	2022	2022.5233	GRC	GREECE	GRC								EDUGOV	ECONOMIST						EDU	GOV		1	043	043	04	1	2.8	2	1	2	-3.42261904761904	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20220810121500	https://www.timesofisrael.com/liveblog-august-10-2022/
1058022699	20220711	202207	2022	2022.5233	GRC	GREECE	GRC								EDUGOV	ECONOMIST						EDU	GOV		1	043	043	04	1	2.8	4	1	4	-3.42261904761904	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20220810121500	https://www.timesofisrael.com/liveblog-august-10-2022/
1058022700	20220711	202207	2022	2022.5233	GRC	GREECE	GRC								EDUGOV	ECONOMIST						EDU	GOV		1	043	043	04	1	2.8	4	1	4	-3.42261904761904	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20220810121500	https://www.timesofisrael.com/liveblog-august-10-2022/
1058022701	20220711	202207	2022	2022.5233	GRC	GREECE	GRC								EDUGOV	ECONOMIST						EDU	GOV		1	046	046	04	1	7.0	2	1	2	-3.42261904761904	1	Greece	GR	GR		39	22	GR	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	1	Greece	GR	GR		39	22	GR	20220810121500	https://www.timesofisrael.com/liveblog-august-10-2022/
