1058086273	20210810	202108	2021	2021.6027											CVL	TRAVELER						CVL			1	036	036	03	1	4.0	10	1	10	2.62008733624455	0								3	Los Angeles International Airport, California, United States	US	USCA		33.9425	-118.409	1653694	3	Los Angeles International Airport, California, United States	US	USCA		33.9425	-118.409	1653694	20220810201500	https://www.foxbusiness.com/lifestyle/united-airlines-places-10m-deposit-100-electric-air-taxis-archer-aviation
1058086274	20210810	202108	2021	2021.6027	FRAGOV	FRENCH	FRA					GOV			EDU	ECONOMIST						EDU			0	010	010	01	1	0.0	6	1	6	-0.96525096525096	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20220810201500	https://www.politico.com/newsletters/national-security-daily/2022/08/10/a-very-special-and-historic-moment-00050804
1058086275	20210810	202108	2021	2021.6027	FRAGOV	FRANCE	FRA					GOV			EDU	ECONOMIST						EDU			0	013	013	01	1	0.4	4	1	4	-0.96525096525096	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20220810201500	https://www.politico.com/newsletters/national-security-daily/2022/08/10/a-very-special-and-historic-moment-00050804
1058086276	20210810	202108	2021	2021.6027	JUD	ATTORNEY						JUD			USA	TEXAS	USA								0	172	172	17	4	-5.0	3	1	3	-2.12071778140294	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220810201500	https://www.nola.com/news/courts/article_99fddff6-18d0-11ed-b0f4-ab1645ca829d.html
1058086277	20210810	202108	2021	2021.6027	MMR	YANGON	MMR								IGOUNO	UNITED NATIONS		UNO				IGO			1	180	180	18	4	-9.0	4	1	4	-5.24691358024691	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	20220810201500	https://www.ncronline.org/news/world/un-report-myanmar-junta-committing-systematic-crimes-against-humanity
1058086278	20210810	202108	2021	2021.6027	MMR	YANGON	MMR								IGOUNO	UNITED NATIONS		UNO				IGO			1	180	180	18	4	-9.0	1	1	1	-5.24691358024691	1	Bangladesh	BG	BG		24	90	BG	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	20220810201500	https://www.ncronline.org/news/world/un-report-myanmar-junta-committing-systematic-crimes-against-humanity
1058086279	20210810	202108	2021	2021.6027	MMR	YANGON	MMR								IGOUNO	UNITED NATIONS		UNO				IGO			1	180	180	18	4	-9.0	1	1	1	-5.24691358024691	1	United States	US	US		39.828175	-98.5795	US	4	Aung Hlaing, Ayeyarwady, Myanmar	BM	BM03	41780	15.7667	94.9833	-440327	4	Aung Hlaing, Ayeyarwady, Myanmar	BM	BM03	41780	15.7667	94.9833	-440327	20220810201500	https://www.ncronline.org/news/world/un-report-myanmar-junta-committing-systematic-crimes-against-humanity
1058086280	20210810	202108	2021	2021.6027	MMR	YANGON	MMR								IGOUNO	UNITED NATIONS		UNO				IGO			1	180	180	18	4	-9.0	1	1	1	-5.24691358024691	1	United States	US	US		39.828175	-98.5795	US	4	Aung Hlaing, Ayeyarwady, Myanmar	BM	BM03	41780	15.7667	94.9833	-440327	1	United States	US	US		39.828175	-98.5795	US	20220810201500	https://www.ncronline.org/news/world/un-report-myanmar-junta-committing-systematic-crimes-against-humanity
1058086281	20210810	202108	2021	2021.6027	MMR	YANGON	MMR								MMRGOVMIL	MYANMAR	MMR					GOV	MIL		1	180	180	18	4	-9.0	3	1	3	-5.24691358024691	1	United States	US	US		39.828175	-98.5795	US	4	Aung Hlaing, Ayeyarwady, Myanmar	BM	BM03	41780	15.7667	94.9833	-440327	4	Aung Hlaing, Ayeyarwady, Myanmar	BM	BM03	41780	15.7667	94.9833	-440327	20220810201500	https://www.ncronline.org/news/world/un-report-myanmar-junta-committing-systematic-crimes-against-humanity
1058086282	20210810	202108	2021	2021.6027	QAT	QATAR	QAT								CHE	SWITZERLAND	CHE								1	051	051	05	1	3.4	2	1	2	-1.59362549800797	1	Qatar	QA	QA		25.5	51.25	QA	1	Switzerland	SZ	SZ		47	8	SZ	1	Qatar	QA	QA		25.5	51.25	QA	20220810201500	https://www.bnnbloomberg.ca/credit-suisse-s-top-shareholder-discloses-10-stake-after-slump-1.1804147
