1058084471	20210810	202108	2021	2021.6027											GOV	GOVERNOR						GOV			0	057	057	05	1	8.0	3	1	3	5.41586073500967	0								3	Morro Bay, California, United States	US	USCA		35.3658	-120.85	1661062	3	Morro Bay, California, United States	US	USCA		35.3658	-120.85	1661062	20220810200000	https://www.energy.ca.gov/news/2022-08/cec-adopts-historic-california-offshore-wind-goals-enough-power-upwards-25
1058084472	20210810	202108	2021	2021.6027											USAGOV	UNITED STATES	USA					GOV			0	057	057	05	1	8.0	1	1	1	5.41586073500967	0								3	Morro Bay, California, United States	US	USCA		35.3658	-120.85	1661062	3	Morro Bay, California, United States	US	USCA		35.3658	-120.85	1661062	20220810200000	https://www.energy.ca.gov/news/2022-08/cec-adopts-historic-california-offshore-wind-goals-enough-power-upwards-25
1058084473	20210810	202108	2021	2021.6027	AUSGOVBUS	ANTHONY ALBANESE	AUS					GOV	BUS		KOR	SOUTH KOREA	KOR								0	061	061	06	2	6.4	8	1	8	-0.14409221902017	1	France	FR	FR		46	2	FR	1	South Korea	KS	KS		37	127.5	KS	4	Armidale, New South Wales, Australia	AS	AS02	5096	-30.5083	151.671	-1556250	20220810200000	https://www.afr.com/politics/federal/australia-up-against-biggest-military-build-up-since-wwii-says-marles-20220730-p5b5wk
1058084474	20210810	202108	2021	2021.6027	AUSGOVBUS	ANTHONY ALBANESE	AUS					GOV	BUS		KOR	SOUTH KOREA	KOR								0	061	061	06	2	6.4	2	1	2	-0.14409221902017	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20220810200000	https://www.afr.com/politics/federal/australia-up-against-biggest-military-build-up-since-wwii-says-marles-20220730-p5b5wk
1058084475	20210810	202108	2021	2021.6027	BUS	COMPANY						BUS			MNCUSA	MICROSOFT	USA					MNC			0	046	046	04	1	7.0	10	1	10	0.64935064935065	0								0								0								20220810200000	https://news.softpedia.com/news/microsoft-gives-up-on-the-team-supposed-to-make-consumers-love-the-company-535911.shtml
1058084476	20210810	202108	2021	2021.6027	CRM	CRIMINAL						CRM													0	055	055	05	1	7.0	5	1	5	-5.73170731707317	4	Tihar, Uttar Pradesh, India	IN	IN36	17917	26.3521	79.2158	10454667	0								4	Tihar, Uttar Pradesh, India	IN	IN36	17917	26.3521	79.2158	10454667	20220810200000	https://economictimes.indiatimes.com/news/india/sc-allows-ex-unitech-promoter-sanjay-chandras-wife-to-move-trial-court-for-bail-in-ed-case/articleshow/93487059.cms
1058084477	20210810	202108	2021	2021.6027	CRM	CRIMINAL						CRM													0	190	190	19	4	-10.0	5	1	5	-5.73170731707317	4	Tihar, Uttar Pradesh, India	IN	IN36	17917	26.3521	79.2158	10454667	0								4	Tihar, Uttar Pradesh, India	IN	IN36	17917	26.3521	79.2158	10454667	20220810200000	https://economictimes.indiatimes.com/news/india/sc-allows-ex-unitech-promoter-sanjay-chandras-wife-to-move-trial-court-for-bail-in-ed-case/articleshow/93487059.cms
1058084478	20210810	202108	2021	2021.6027	EDU	UNIVERSITY						EDU													0	060	060	06	2	6.0	2	1	2	0.62001771479185	4	Donghua, Yunlin Xian, Taiwan	TW	TW27	13277	23.7786	120.571	-2631543	0								4	Donghua, Yunlin Xian, Taiwan	TW	TW27	13277	23.7786	120.571	-2631543	20220810200000	https://impactnottingham.com/2022/08/the-people-of-taiwan/
1058084479	20210810	202108	2021	2021.6027	GBRREL	UNITED KINGDOM	GBR								GBR	UNITED KINGDOM	GBR								1	020	020	02	1	3.0	2	1	2	-6.32411067193676	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220810200000	https://www.bbc.co.uk/news/uk-scotland-north-east-orkney-shetland-62498682
1058084480	20210810	202108	2021	2021.6027	GOV	GOVERNOR						GOV													0	057	057	05	1	8.0	3	1	3	5.41586073500967	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20220810200000	https://www.energy.ca.gov/news/2022-08/cec-adopts-historic-california-offshore-wind-goals-enough-power-upwards-25
