1058050457	20210810	202108	2021	2021.6027	USA	UNITED STATES	USA																		1	051	051	05	1	3.4	4	1	4	1.31147540983606	3	Village Hall, Illinois, United States	US	USIL	IL031	41.8936	-87.8556	420318	0								3	Village Hall, Illinois, United States	US	USIL		41.8936	-87.8556	420318	20220810154500	https://www.nwitimes.com/community/southland/orland-park/orland-park-recognizes-36-hometown-heroes-for-their-military-service/article_34548934-37db-5156-9a9b-d07addd1c494.html
1058050458	20220711	202207	2022	2022.5233	AFR	AFRICA	AFR																		1	060	060	06	2	6.0	2	1	2	-9.76253298153032	4	Ladybrand, Free State, South Africa	SF	SF03	77326	-29.1945	27.4574	-1250663	0								4	Ladybrand, Free State, South Africa	SF	SF03	77326	-29.1945	27.4574	-1250663	20220810154500	https://lestimes.com/pm-dpm-backed-metsings-bail-application-rakuoane/
1058050459	20220711	202207	2022	2022.5233	AFR	AFRICA	AFR																		1	111	111	11	3	-2.0	2	1	2	-9.76253298153032	4	Maseru, Maseru, Lesotho	LT	LT14	18925	-29.3167	27.4833	-1405824	0								4	Maseru, Maseru, Lesotho	LT	LT14	18925	-29.3167	27.4833	-1405824	20220810154500	https://lestimes.com/pm-dpm-backed-metsings-bail-application-rakuoane/
1058050460	20220711	202207	2022	2022.5233	CAN	CANADA	CAN								CANJUD	CANADA	CAN					JUD			0	173	173	17	4	-5.0	1	1	1	-3.36008024072217	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20220810154500	https://www.medscape.com/viewarticle/978996
1058050461	20220711	202207	2022	2022.5233	CAN	CANADA	CAN								JUD	LAWYER						JUD			0	173	173	17	4	-5.0	2	1	2	-3.36008024072217	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20220810154500	https://www.medscape.com/viewarticle/978996
1058050462	20220711	202207	2022	2022.5233	COP	POLICE OFFICER						COP			NER	NIGER	NER								0	190	190	19	4	-10.0	2	1	2	-5.92734225621415	4	Maiduguri, Borno, Nigeria	NI	NI27	191040	11.8464	13.1603	-2018369	1	Niger	NG	NG		16	8	NG	4	Shiroro, Niger, Nigeria	NI	NI31	191109	9.96167	6.83694	-2026694	20220810154500	https://www.vanguardngr.com/2022/08/international-activist-condemns-killings-of-soldiers-police-says-lives-of-military-personnel-matter/
1058050463	20220711	202207	2022	2022.5233	COP	POLICE OFFICER						COP			NGA	NIGERIA	NGA								0	190	190	19	4	-10.0	6	1	6	-5.92734225621415	4	Maiduguri, Borno, Nigeria	NI	NI27	191040	11.8464	13.1603	-2018369	4	Shiroro, Niger, Nigeria	NI	NI31	191109	9.96167	6.83694	-2026694	4	Shiroro, Niger, Nigeria	NI	NI31	191109	9.96167	6.83694	-2026694	20220810154500	https://www.vanguardngr.com/2022/08/international-activist-condemns-killings-of-soldiers-police-says-lives-of-military-personnel-matter/
1058050464	20220711	202207	2022	2022.5233	COP	POLICE OFFICER						COP			NGA	NIGERIA	NGA								0	190	190	19	4	-10.0	2	1	2	-5.92734225621415	4	Shiroro, Niger, Nigeria	NI	NI31	191109	9.96167	6.83694	-2026694	4	Shiroro, Niger, Nigeria	NI	NI31	191109	9.96167	6.83694	-2026694	4	Shiroro, Niger, Nigeria	NI	NI31	191109	9.96167	6.83694	-2026694	20220810154500	https://www.vanguardngr.com/2022/08/international-activist-condemns-killings-of-soldiers-police-says-lives-of-military-personnel-matter/
1058050465	20220711	202207	2022	2022.5233	CRM	CRIMINAL						CRM			JUD	LAWYER						JUD			0	173	173	17	4	-5.0	6	1	6	-3.36008024072217	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20220810154500	https://www.medscape.com/viewarticle/978996
1058050466	20220711	202207	2022	2022.5233	IRQ	IRAQ	IRQ																		0	051	051	05	1	3.4	2	1	2	-3.80517503805175	1	Iraq	IZ	IZ		33	44	IZ	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220810154500	https://www.cincinnati.com/story/news/military/veterans/2022/08/10/burn-pit-bill-biden-heath-robinson-law-ohio-iraq-veteran/10226012002/
