1058026128	20210810	202108	2021	2021.6027											GBR	GLASGOW	GBR								1	046	046	04	1	7.0	10	1	10	2.72727272727273	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20220810124500	https://www.businessgreen.com/news/4054560/gfanz-launches-consultation-beefed-net-zero-portfolio-guidelines
1058026129	20210810	202108	2021	2021.6027	BGD	BANGLADESH	BGD																		1	061	061	06	2	6.4	5	1	5	-3.80761523046092	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	0								1	China	CH	CH		35	105	CH	20220810124500	https://ca.finance.yahoo.com/news/bangladesh-garment-export-growth-seen-121844992.html
1058026130	20210810	202108	2021	2021.6027	BGD	BANGLADESH	BGD								CHN	CHINA	CHN								1	061	061	06	2	6.4	1	1	1	-3.80761523046092	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	1	China	CH	CH		35	105	CH	20220810124500	https://ca.finance.yahoo.com/news/bangladesh-garment-export-growth-seen-121844992.html
1058026131	20210810	202108	2021	2021.6027	BUS	BUSINESS						BUS			GBRGOV	UNITED KINGDOM	GBR					GOV			1	036	036	03	1	4.0	1	1	1	-0.78534031413613	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220810124500	https://www.proactiveinvestors.co.uk/companies/news/989725/shell-bp-british-gas-bosses-summoned-by-government-with-talk-of-new-windfall-tax-989725.html
1058026132	20210810	202108	2021	2021.6027	GBR	GLASGOW	GBR																		1	046	046	04	1	7.0	10	1	10	2.72727272727273	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20220810124500	https://www.businessgreen.com/news/4054560/gfanz-launches-consultation-beefed-net-zero-portfolio-guidelines
1058026133	20210810	202108	2021	2021.6027	GBRGOV	UNITED KINGDOM	GBR					GOV			BUS	BUSINESS						BUS			1	036	036	03	1	4.0	1	1	1	-0.78534031413613	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220810124500	https://www.proactiveinvestors.co.uk/companies/news/989725/shell-bp-british-gas-bosses-summoned-by-government-with-talk-of-new-windfall-tax-989725.html
1058026134	20210810	202108	2021	2021.6027	GBRGOVEDU	UNITED KINGDOM	GBR					GOV	EDU		BUS	BUSINESS						BUS			1	013	013	01	1	0.4	1	1	1	-0.78534031413613	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220810124500	https://www.proactiveinvestors.co.uk/companies/news/989725/shell-bp-british-gas-bosses-summoned-by-government-with-talk-of-new-windfall-tax-989725.html
1058026135	20210810	202108	2021	2021.6027	GBRGOVEDU	UNITED KINGDOM	GBR					GOV	EDU		GBRGOV	UNITED KINGDOM	GBR					GOV			1	013	013	01	1	0.4	1	1	1	-0.78534031413613	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220810124500	https://www.proactiveinvestors.co.uk/companies/news/989725/shell-bp-british-gas-bosses-summoned-by-government-with-talk-of-new-windfall-tax-989725.html
1058026136	20210810	202108	2021	2021.6027	GOVEDU	EDUCATION SECRETARY						GOV	EDU		GOV	CHANCELLOR						GOV			1	010	010	01	1	0.0	3	1	3	-0.78534031413613	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220810124500	https://www.proactiveinvestors.co.uk/companies/news/989725/shell-bp-british-gas-bosses-summoned-by-government-with-talk-of-new-windfall-tax-989725.html
1058026137	20210810	202108	2021	2021.6027	JUD	TRIBUNAL						JUD													1	051	051	05	1	3.4	2	1	2	0.61349693251534	4	Kenora, Ontario, Canada	CA	CA08	12660	49.7667	-94.4667	-567171	0								4	Kenora, Ontario, Canada	CA	CA08	12660	49.7667	-94.4667	-567171	20220810124500	https://www.kenoraonline.com/articles/city-wont-appeal-central-decision-park-to-remain-public
