1058032314	20210810	202108	2021	2021.6027											GBR	GLASGOW	GBR								1	042	042	04	1	1.9	2	1	2	-0.49382716049382	0								4	Exeter, Devon, United Kingdom	UK	UKD4	40104	50.7	-3.53333	-2595805	4	Exeter, Devon, United Kingdom	UK	UKD4	40104	50.7	-3.53333	-2595805	20220810133000	https://www.dailyrecord.co.uk/news/politics/nicola-sturgeon-claims-liz-truss-27706393
1058032315	20210810	202108	2021	2021.6027	BGD	BANGLADESH	BGD																		1	061	061	06	2	6.4	5	1	5	-3.86178861788618	1	Bangladesh	BG	BG		24	90	BG	0								1	China	CH	CH		35	105	CH	20220810133000	https://www.ibtimes.com/bangladesh-garment-export-growth-seen-slowing-normal-15-this-year-3600293
1058032316	20210810	202108	2021	2021.6027	BGD	BANGLADESH	BGD								CHN	CHINA	CHN								1	061	061	06	2	6.4	5	1	5	-3.86178861788618	1	Bangladesh	BG	BG		24	90	BG	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20220810133000	https://www.ibtimes.com/bangladesh-garment-export-growth-seen-slowing-normal-15-this-year-3600293
1058032317	20210810	202108	2021	2021.6027	GBR	GLASGOW	GBR																		1	043	043	04	1	2.8	2	1	2	-0.49382716049382	4	Exeter, Devon, United Kingdom	UK	UKD4	40104	50.7	-3.53333	-2595805	0								4	Exeter, Devon, United Kingdom	UK	UKD4	40104	50.7	-3.53333	-2595805	20220810133000	https://www.dailyrecord.co.uk/news/politics/nicola-sturgeon-claims-liz-truss-27706393
1058032318	20210810	202108	2021	2021.6027	GBR	GLASGOW	GBR								GOV	MINIST						GOV			0	040	040	04	1	1.0	1	1	1	-1.87265917602996	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20220810133000	https://www.dailymail.co.uk/news/article-11098995/Nicola-Sturgeon-claims-Liz-Truss-asked-advice-appearing-VOGUE.html
1058032319	20210810	202108	2021	2021.6027	GBR	GLASGOW	GBR								GOV	MINIST						GOV			1	040	040	04	1	1.0	12	1	8	-1.87265917602996	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20220810133000	https://www.dailymail.co.uk/news/article-11098995/Nicola-Sturgeon-claims-Liz-Truss-asked-advice-appearing-VOGUE.html
1058032320	20210810	202108	2021	2021.6027	GOV	FOOD MINIST						GOV													1	120	120	12	3	-4.0	10	1	10	1.27388535031847	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	0								4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20220810133000	https://eng.belta.by/economics/view/four-million-tonnes-of-grain-threshed-in-belarus-152398-2022/
1058032321	20210810	202108	2021	2021.6027	GOV	MINIST						GOV			GBR	EDINBURGH	GBR								1	010	010	01	1	0.0	10	1	8	-1.87265917602996	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20220810133000	https://www.dailymail.co.uk/news/article-11098995/Nicola-Sturgeon-claims-Liz-Truss-asked-advice-appearing-VOGUE.html
1058032322	20210810	202108	2021	2021.6027	GOV	MINIST						GOV			GBR	EDINBURGH	GBR								1	010	010	01	1	0.0	3	1	3	-1.87265917602996	4	Exeter, Devon, United Kingdom	UK	UKD4	40104	50.7	-3.53333	-2595805	4	Exeter, Devon, United Kingdom	UK	UKD4	40104	50.7	-3.53333	-2595805	4	Exeter, Devon, United Kingdom	UK	UKD4	40104	50.7	-3.53333	-2595805	20220810133000	https://www.dailymail.co.uk/news/article-11098995/Nicola-Sturgeon-claims-Liz-Truss-asked-advice-appearing-VOGUE.html
1058032323	20210810	202108	2021	2021.6027	GOV	MINIST						GOV			GBR	GLASGOW	GBR								0	040	040	04	1	1.0	1	1	1	-1.87265917602996	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20220810133000	https://www.dailymail.co.uk/news/article-11098995/Nicola-Sturgeon-claims-Liz-Truss-asked-advice-appearing-VOGUE.html
